# Single SKU Max Power Table
#          OFDM 6 ~ 54     | |                  HT20 MCS 0 ~ 15            | |              HT40 MCS 0 ~ 15                | |      VHT80 MCS 0 ~ 9      |
ch136 19 19 19 19 17 17 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 13 13
ch140 19 19 19 19 17 17 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 13 13
ch144 19 19 19 19 17 17 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 13 13
ch149 19 19 19 19 17 17 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 13 13
ch151 19 19 19 19 17 17 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 13 13
ch153 19 19 19 19 17 17 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 13 13
ch155 19 19 19 19 17 17 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 13 13
ch157 19 19 19 19 17 17 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 13 13
ch159 19 19 19 19 17 17 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 13 13
ch161 19 19 19 19 17 17 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 13 13
ch165 19 19 19 19 17 17 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 13 13
ch169 19 19 19 19 17 17 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 13 13
ch173 19 19 19 19 17 17 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 19 19 18 18 16 16 15 15 13 13
# End of Single SKU Table
